Date,Station,Latitude,Longitude,Tmax,Tmin,Tavg,RH,DewPoint,WetBulb,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2009-06-15,1,41.995,-87.933,81.0,53.0,67.0,49.99999999999999,49.0,58.0,0.0,2.0,0.0,30.01,5.5,9.0,6.4
2009-06-15,2,41.786,-87.752,81.0,57.0,69.0,44.444444444444436,49.0,58.0,0.0,4.0,0.0,29.99,7.4,9.0,7.7
2009-06-16,1,41.995,-87.933,71.0,59.0,65.0,72.22222222222221,55.0,60.0,0.0,0.0,1.23,29.89,11.2,10.0,11.8
2009-06-16,2,41.786,-87.752,71.0,64.0,68.0,69.44444444444444,57.0,61.0,0.0,3.0,1.07,29.87,10.3,11.0,10.7
2009-06-17,1,41.995,-87.933,71.0,61.0,66.0,80.55555555555556,59.0,62.0,0.0,1.0,0.0,29.88,3.0,36.0,6.2
2009-06-17,2,41.786,-87.752,73.0,63.0,68.0,77.77777777777779,60.0,63.0,0.0,3.0,0.0,29.87,2.6,34.0,6.7
2009-06-18,1,41.995,-87.933,80.0,61.0,71.0,77.77777777777777,63.0,67.0,0.0,6.0,0.12,29.97,6.7,16.0,7.9
2009-06-18,2,41.786,-87.752,81.0,63.0,72.0,77.77777777777779,64.0,67.0,0.0,7.0,0.11,29.79,3.7,17.0,5.8
2009-06-19,1,41.995,-87.933,86.0,65.0,76.0,75.0,67.0,69.0,0.0,11.0,3.97,29.7,7.2,18.0,11.6
2009-06-19,2,41.786,-87.752,88.0,66.0,77.0,75.0,68.0,70.0,0.0,12.0,0.87,29.68,6.3,18.0,10.5
2009-06-20,1,41.995,-87.933,87.0,68.0,78.0,63.88888888888889,65.0,70.0,0.0,13.0,0.0,29.76,8.3,29.0,8.6
2009-06-20,2,41.786,-87.752,88.0,69.0,79.0,61.11111111111113,65.0,70.0,0.0,14.0,0.0,29.74,8.3,28.0,8.6
2009-06-21,1,41.995,-87.933,84.0,70.0,77.0,61.11111111111111,63.0,68.0,0.0,12.0,0.01,29.82,2.8,7.0,3.9
2009-06-21,2,41.786,-87.752,86.0,71.0,79.0,58.33333333333334,64.0,69.0,0.0,14.0,0.005,29.8,3.3,9.0,3.5
2009-06-22,1,41.995,-87.933,89.0,68.0,79.0,66.66666666666669,67.0,71.0,0.0,14.0,0.09,29.79,4.0,11.0,5.6
2009-06-22,2,41.786,-87.752,89.0,70.0,80.0,63.88888888888889,67.0,71.0,0.0,15.0,0.06,29.77,5.3,12.0,7.2
2009-06-23,1,41.995,-87.933,94.0,71.0,83.0,61.11111111111111,69.0,73.0,0.0,18.0,0.0,29.87,1.8,14.0,3.5
2009-06-23,2,41.786,-87.752,92.0,75.0,84.0,55.55555555555556,68.0,73.0,0.0,19.0,0.0,29.85,2.8,13.0,4.5
2009-06-24,1,41.995,-87.933,94.0,75.0,85.0,52.77777777777777,68.0,73.0,0.0,20.0,0.04,29.87,1.9,22.0,5.8
2009-06-24,2,41.786,-87.752,93.0,73.0,83.0,58.33333333333332,68.0,73.0,0.0,18.0,0.78,29.85,2.1,23.0,4.3
2009-06-25,1,41.995,-87.933,94.0,75.0,85.0,55.55555555555556,69.0,73.0,0.0,20.0,0.005,29.8,2.4,32.0,4.9
2009-06-25,2,41.786,-87.752,93.0,76.0,85.0,52.77777777777777,68.0,73.0,0.0,20.0,0.0,29.77,1.8,26.0,4.6
2009-06-26,1,41.995,-87.933,86.0,69.0,78.0,50.0,60.0,61.0,0.0,13.0,0.0,29.85,6.4,4.0,8.2
2009-06-26,2,41.786,-87.752,86.0,72.0,79.0,50.0,61.0,67.0,0.0,14.0,0.0,29.83,6.4,4.0,8.0
2009-06-27,1,41.995,-87.933,89.0,62.0,76.0,58.33333333333332,61.0,67.0,0.0,11.0,0.3,29.82,5.1,21.0,6.9
2009-06-27,2,41.786,-87.752,90.0,67.0,79.0,47.22222222222223,60.0,67.0,0.0,14.0,0.05,29.8,6.0,22.0,6.9
2009-06-28,1,41.995,-87.933,83.0,66.0,75.0,38.88888888888889,53.0,62.0,0.0,10.0,0.0,29.73,13.2,29.0,13.6
2009-06-28,2,41.786,-87.752,83.0,68.0,76.0,36.11111111111111,53.0,62.0,0.0,11.0,0.0,29.71,14.1,29.0,14.6
2009-06-29,1,41.995,-87.933,77.0,63.0,70.0,55.555555555555564,54.0,61.0,0.0,5.0,0.0,29.6,12.2,30.0,12.7
2009-06-29,2,41.786,-87.752,78.0,65.0,72.0,50.00000000000001,54.0,61.0,0.0,7.0,0.0,29.59,13.4,30.0,14.1
2009-06-30,1,41.995,-87.933,66.0,59.0,63.0,72.22222222222223,53.0,57.0,2.0,0.0,0.0,29.65,8.9,30.0,9.1
2009-06-30,2,41.786,-87.752,68.0,61.0,65.0,66.66666666666666,53.0,58.0,0.0,0.0,0.0,29.64,8.1,30.0,8.3
2009-07-01,1,41.995,-87.933,65.0,57.0,61.0,75.0,52.0,56.0,4.0,0.0,0.005,29.77,8.2,32.0,8.7
2009-07-01,2,41.786,-87.752,65.0,57.0,61.0,80.55555555555557,54.0,57.0,4.0,0.0,0.02,29.76,6.6,31.0,7.4
2009-07-02,1,41.995,-87.933,73.0,59.0,66.0,66.66666666666667,54.0,60.0,0.0,1.0,0.0,29.95,8.4,31.0,8.8
2009-07-02,2,41.786,-87.752,73.0,60.0,67.0,66.66666666666666,55.0,60.0,0.0,2.0,0.0,29.94,5.7,31.0,7.6
2009-07-03,1,41.995,-87.933,79.0,63.0,71.0,58.33333333333333,56.0,62.0,0.0,6.0,0.0,30.06,1.2,34.0,5.8
2009-07-03,2,41.786,-87.752,79.0,62.0,71.0,58.33333333333333,56.0,62.0,0.0,6.0,0.0,30.05,1.8,2.0,6.5
2009-07-04,1,41.995,-87.933,69.0,59.0,64.0,83.33333333333333,58.0,61.0,1.0,0.0,0.2,29.99,1.8,13.0,3.8
2009-07-04,2,41.786,-87.752,69.0,63.0,66.0,77.77777777777777,58.0,62.0,0.0,1.0,0.12,29.98,3.4,14.0,4.7
2009-07-05,1,41.995,-87.933,81.0,57.0,69.0,69.44444444444443,58.0,63.0,0.0,4.0,0.05,29.92,0.7,34.0,2.4
2009-07-05,2,41.786,-87.752,82.0,61.0,72.0,63.88888888888889,59.0,64.0,0.0,7.0,0.03,29.9,0.3,36.0,2.6
2009-07-06,1,41.995,-87.933,86.0,60.0,73.0,47.22222222222222,54.0,62.0,0.0,8.0,0.0,29.86,7.5,31.0,7.8
2009-07-06,2,41.786,-87.752,85.0,63.0,74.0,44.444444444444436,54.0,63.0,0.0,9.0,0.0,29.84,4.2,30.0,5.5
2009-07-07,1,41.995,-87.933,77.0,59.0,68.0,61.111111111111114,54.0,60.0,0.0,3.0,0.005,29.89,5.9,7.0,7.0
2009-07-07,2,41.786,-87.752,76.0,65.0,71.0,55.55555555555556,55.0,61.0,0.0,6.0,0.0,29.88,5.9,7.0,7.5
2009-07-08,1,41.995,-87.933,65.0,61.0,63.0,80.55555555555557,56.0,59.0,2.0,0.0,0.06,29.99,6.8,6.0,7.0
2009-07-08,2,41.786,-87.752,68.0,62.0,65.0,72.22222222222221,55.0,59.0,0.0,0.0,0.17,29.98,7.0,8.0,7.4
2009-07-09,1,41.995,-87.933,79.0,59.0,69.0,66.66666666666666,57.0,63.0,0.0,4.0,0.0,30.07,5.8,11.0,6.9
2009-07-09,2,41.786,-87.752,80.0,63.0,72.0,61.111111111111114,58.0,64.0,0.0,7.0,0.0,30.05,6.5,10.0,7.3
2009-07-10,1,41.995,-87.933,82.0,63.0,73.0,75.0,64.0,67.0,0.0,8.0,0.08,30.06,4.4,21.0,4.9
2009-07-10,2,41.786,-87.752,84.0,67.0,76.0,69.44444444444444,65.0,68.0,0.0,11.0,0.12,30.04,3.6,21.0,4.6
2009-07-11,1,41.995,-87.933,85.0,63.0,74.0,58.33333333333332,59.0,65.0,0.0,9.0,0.25,30.04,4.8,31.0,7.0
2009-07-11,2,41.786,-87.752,85.0,68.0,77.0,52.777777777777786,60.0,67.0,0.0,12.0,1.12,30.02,5.9,29.0,7.6
2009-07-12,1,41.995,-87.933,82.0,58.0,70.0,47.22222222222222,51.0,60.0,0.0,5.0,0.0,30.07,2.9,29.0,5.7
2009-07-12,2,41.786,-87.752,82.0,60.0,71.0,41.66666666666666,50.0,60.0,0.0,6.0,0.0,30.05,1.9,33.0,5.2
2009-07-13,1,41.995,-87.933,79.0,61.0,70.0,33.33333333333334,46.0,57.0,0.0,5.0,0.0,30.07,4.8,7.0,5.8
2009-07-13,2,41.786,-87.752,78.0,66.0,72.0,33.33333333333334,48.0,59.0,0.0,7.0,0.0,30.05,5.8,7.0,7.4
2009-07-14,1,41.995,-87.933,80.0,55.0,68.0,52.77777777777778,51.0,59.0,0.0,3.0,0.0,30.07,6.7,16.0,7.5
2009-07-14,2,41.786,-87.752,81.0,60.0,71.0,38.888888888888886,49.0,60.0,0.0,6.0,0.0,30.06,7.5,16.0,7.7
2009-07-15,1,41.995,-87.933,85.0,65.0,75.0,63.88888888888889,62.0,67.0,0.0,10.0,0.68,29.9,10.0,24.0,12.4
2009-07-15,2,41.786,-87.752,86.0,67.0,77.0,58.33333333333334,62.0,67.0,0.0,12.0,0.32,29.88,10.0,25.0,13.8
2009-07-16,1,41.995,-87.933,80.0,64.0,72.0,55.555555555555564,56.0,62.0,0.0,7.0,0.005,29.89,9.9,28.0,10.8
2009-07-16,2,41.786,-87.752,82.0,65.0,74.0,52.77777777777777,57.0,63.0,0.0,9.0,0.17,29.88,9.6,28.0,10.3
2009-07-17,1,41.995,-87.933,70.0,57.0,64.0,63.888888888888886,51.0,56.0,1.0,0.0,0.0,29.87,10.6,30.0,10.8
2009-07-17,2,41.786,-87.752,70.0,58.0,64.0,66.66666666666666,52.0,57.0,1.0,0.0,0.005,29.86,10.1,29.0,10.4
2009-07-18,1,41.995,-87.933,72.0,57.0,65.0,63.88888888888887,52.0,57.0,0.0,0.0,0.0,30.01,8.1,31.0,8.2
2009-07-18,2,41.786,-87.752,73.0,58.0,66.0,61.11111111111111,52.0,58.0,0.0,1.0,0.0,30.0,6.6,32.0,7.1
2009-07-19,1,41.995,-87.933,71.0,57.0,64.0,66.66666666666666,52.0,58.0,1.0,0.0,0.0,30.11,1.3,36.0,4.0
2009-07-19,2,41.786,-87.752,73.0,60.0,67.0,61.11111111111111,53.0,59.0,0.0,2.0,0.0,30.1,1.4,4.0,4.6
2009-07-20,1,41.995,-87.933,76.0,55.0,66.0,69.44444444444444,55.0,60.0,0.0,1.0,0.0,30.09,5.1,9.0,5.5
2009-07-20,2,41.786,-87.752,76.0,59.0,68.0,66.66666666666667,56.0,61.0,0.0,3.0,0.0,30.08,6.2,10.0,6.5
2009-07-21,1,41.995,-87.933,80.0,58.0,69.0,66.66666666666666,57.0,62.0,0.0,4.0,0.04,30.01,3.1,13.0,5.8
2009-07-21,2,41.786,-87.752,82.0,64.0,73.0,52.77777777777778,56.0,63.0,0.0,8.0,0.0,29.99,4.9,14.0,6.3
2009-07-22,1,41.995,-87.933,78.0,63.0,71.0,72.22222222222221,61.0,64.0,0.0,6.0,0.005,29.95,3.5,3.0,5.0
2009-07-22,2,41.786,-87.752,79.0,66.0,73.0,61.11111111111111,59.0,64.0,0.0,8.0,0.0,29.93,2.8,11.0,5.9
2009-07-23,1,41.995,-87.933,82.0,62.0,72.0,61.111111111111114,58.0,63.0,0.0,7.0,0.0,29.93,2.6,32.0,5.0
2009-07-23,2,41.786,-87.752,79.0,63.0,71.0,69.44444444444444,60.0,64.0,0.0,6.0,0.1,29.91,1.7,1.0,6.0
2009-07-24,1,41.995,-87.933,83.0,61.0,72.0,63.88888888888889,59.0,64.0,0.0,7.0,0.14,29.83,8.9,23.0,9.8
2009-07-24,2,41.786,-87.752,83.0,62.0,73.0,63.88888888888889,60.0,65.0,0.0,8.0,0.19,29.82,8.7,23.0,9.6
2009-07-25,1,41.995,-87.933,81.0,66.0,74.0,55.55555555555554,58.0,64.0,0.0,9.0,0.0,29.73,10.6,28.0,11.1
2009-07-25,2,41.786,-87.752,81.0,66.0,74.0,58.33333333333332,59.0,65.0,0.0,9.0,0.005,29.71,10.8,27.0,11.5
2009-07-26,1,41.995,-87.933,82.0,63.0,73.0,58.33333333333333,58.0,64.0,0.0,8.0,0.005,29.82,8.0,29.0,8.6
2009-07-26,2,41.786,-87.752,82.0,64.0,73.0,61.11111111111111,59.0,65.0,0.0,8.0,0.0,29.8,9.1,29.0,9.4
2009-07-27,1,41.995,-87.933,84.0,64.0,74.0,63.88888888888887,61.0,66.0,0.0,9.0,0.02,29.86,9.3,23.0,10.1
2009-07-27,2,41.786,-87.752,84.0,66.0,75.0,61.11111111111111,61.0,67.0,0.0,10.0,0.03,29.85,9.2,23.0,9.6
2009-07-28,1,41.995,-87.933,84.0,66.0,75.0,58.33333333333334,60.0,66.0,0.0,10.0,0.01,29.78,6.4,28.0,8.0
2009-07-28,2,41.786,-87.752,86.0,68.0,77.0,58.33333333333334,62.0,67.0,0.0,12.0,0.01,29.77,6.5,28.0,7.7
2009-07-29,1,41.995,-87.933,81.0,62.0,72.0,41.66666666666667,51.0,59.0,0.0,7.0,0.0,29.84,4.2,35.0,7.1
2009-07-29,2,41.786,-87.752,79.0,66.0,73.0,41.66666666666666,52.0,61.0,0.0,8.0,0.0,29.82,3.8,3.0,7.1
2009-07-30,1,41.995,-87.933,79.0,59.0,69.0,66.66666666666666,57.0,62.0,0.0,4.0,0.005,29.85,4.4,23.0,5.5
2009-07-30,2,41.786,-87.752,80.0,65.0,73.0,55.55555555555556,57.0,63.0,0.0,8.0,0.005,29.84,4.9,24.0,6.3
2009-07-31,1,41.995,-87.933,81.0,58.0,70.0,55.555555555555564,54.0,61.0,0.0,5.0,0.0,29.94,6.2,26.0,7.3
2009-07-31,2,41.786,-87.752,82.0,62.0,72.0,52.777777777777786,55.0,62.0,0.0,7.0,0.0,29.92,5.9,27.0,6.7
2009-08-01,1,41.995,-87.933,75.0,61.0,68.0,75.0,59.0,62.0,0.0,3.0,0.005,29.91,11.6,22.0,11.4
2009-08-01,2,41.786,-87.752,75.0,63.0,69.0,72.22222222222221,59.0,63.0,0.0,4.0,0.01,29.9,10.6,23.0,10.5
2009-08-02,1,41.995,-87.933,78.0,57.0,68.0,52.77777777777778,51.0,59.0,0.0,3.0,0.0,29.93,6.8,25.0,9.6
2009-08-02,2,41.786,-87.752,79.0,58.0,69.0,52.77777777777777,52.0,59.0,0.0,4.0,0.0,29.92,6.2,26.0,8.4
2009-08-03,1,41.995,-87.933,84.0,67.0,76.0,55.55555555555556,60.0,66.0,0.0,11.0,0.07,29.82,12.2,21.0,12.4
2009-08-03,2,41.786,-87.752,86.0,68.0,77.0,55.55555555555556,61.0,66.0,0.0,12.0,0.06,29.81,11.0,21.0,11.3
2009-08-04,1,41.995,-87.933,85.0,67.0,76.0,58.33333333333332,61.0,67.0,0.0,11.0,0.0,29.87,2.5,2.0,5.8
2009-08-04,2,41.786,-87.752,86.0,69.0,78.0,58.33333333333332,63.0,68.0,0.0,13.0,0.0,29.85,1.8,5.0,6.2
2009-08-05,1,41.995,-87.933,79.0,61.0,70.0,55.555555555555564,54.0,61.0,0.0,5.0,0.0,30.05,2.9,6.0,4.2
2009-08-05,2,41.786,-87.752,79.0,66.0,73.0,52.77777777777778,56.0,63.0,0.0,8.0,0.0,30.03,3.8,6.0,5.6
2009-08-06,1,41.995,-87.933,82.0,60.0,71.0,44.444444444444436,51.0,60.0,0.0,6.0,0.0,30.09,1.4,6.0,5.4
2009-08-06,2,41.786,-87.752,81.0,62.0,72.0,41.66666666666667,51.0,60.0,0.0,7.0,0.0,30.08,3.4,9.0,5.5
2009-08-07,1,41.995,-87.933,74.0,64.0,69.0,72.22222222222221,59.0,63.0,0.0,4.0,0.33,30.09,7.3,15.0,7.8
2009-08-07,2,41.786,-87.752,74.0,67.0,71.0,66.66666666666666,59.0,63.0,0.0,6.0,0.23,30.08,6.4,15.0,7.2
2009-08-08,1,41.995,-87.933,89.0,68.0,79.0,75.0,70.0,73.0,0.0,14.0,0.02,29.92,12.9,21.0,13.6
2009-08-08,2,41.786,-87.752,89.0,69.0,79.0,75.0,70.0,73.0,0.0,14.0,0.08,29.92,12.2,21.0,12.8
2009-08-09,1,41.995,-87.933,91.0,77.0,84.0,63.88888888888889,71.0,74.0,0.0,19.0,0.18,29.94,11.6,23.0,12.9
2009-08-09,2,41.786,-87.752,92.0,77.0,85.0,63.88888888888887,72.0,75.0,0.0,20.0,0.02,29.92,11.1,23.0,12.3
2009-08-10,1,41.995,-87.933,85.0,70.0,78.0,63.88888888888889,65.0,69.0,0.0,13.0,0.0,29.95,6.9,26.0,7.2
2009-08-10,2,41.786,-87.752,86.0,71.0,79.0,63.88888888888889,66.0,70.0,0.0,14.0,0.0,29.94,8.3,26.0,8.9
2009-08-11,1,41.995,-87.933,82.0,62.0,72.0,69.44444444444444,61.0,66.0,0.0,7.0,0.0,30.0,6.3,2.0,8.0
2009-08-11,2,41.786,-87.752,81.0,65.0,73.0,69.44444444444444,62.0,66.0,0.0,8.0,0.0,29.98,6.1,2.0,8.7
2009-08-12,1,41.995,-87.933,83.0,60.0,72.0,52.777777777777786,55.0,62.0,0.0,7.0,0.0,30.09,3.7,4.0,5.9
2009-08-12,2,41.786,-87.752,82.0,63.0,73.0,52.77777777777778,56.0,63.0,0.0,8.0,0.0,30.07,5.5,5.0,7.0
2009-08-13,1,41.995,-87.933,86.0,60.0,73.0,50.0,55.0,63.0,0.0,8.0,0.0,30.1,1.5,14.0,3.8
2009-08-13,2,41.786,-87.752,86.0,63.0,75.0,44.44444444444444,55.0,63.0,0.0,10.0,0.0,30.09,2.0,16.0,4.0
2009-08-14,1,41.995,-87.933,88.0,63.0,76.0,52.77777777777777,59.0,66.0,0.0,11.0,0.0,30.1,5.4,21.0,5.7
2009-08-14,2,41.786,-87.752,88.0,67.0,78.0,47.222222222222214,59.0,66.0,0.0,13.0,0.0,30.08,6.3,21.0,6.5
2009-08-15,1,41.995,-87.933,89.0,67.0,78.0,52.77777777777777,61.0,67.0,0.0,13.0,0.0,30.04,8.7,19.0,8.9
2009-08-15,2,41.786,-87.752,89.0,70.0,80.0,47.222222222222214,61.0,68.0,0.0,15.0,0.0,30.02,8.3,19.0,8.7
2009-08-16,1,41.995,-87.933,88.0,70.0,79.0,66.66666666666669,67.0,70.0,0.0,14.0,0.63,29.99,9.5,20.0,10.2
2009-08-16,2,41.786,-87.752,90.0,71.0,81.0,63.88888888888887,68.0,71.0,0.0,16.0,0.27,29.97,9.3,21.0,10.1
2009-08-17,1,41.995,-87.933,83.0,70.0,77.0,75.0,68.0,70.0,0.0,12.0,0.33,30.0,4.6,22.0,5.8
2009-08-17,2,41.786,-87.752,83.0,71.0,77.0,75.0,68.0,71.0,0.0,12.0,0.59,29.98,5.1,22.0,7.5
2009-08-18,1,41.995,-87.933,83.0,65.0,74.0,58.33333333333332,59.0,65.0,0.0,9.0,0.0,29.99,7.5,27.0,8.1
2009-08-18,2,41.786,-87.752,84.0,66.0,75.0,61.11111111111111,61.0,66.0,0.0,10.0,0.0,29.97,8.0,27.0,8.3
2009-08-19,1,41.995,-87.933,83.0,59.0,71.0,69.44444444444444,60.0,65.0,0.0,6.0,0.35,29.83,5.7,16.0,8.7
2009-08-19,2,41.786,-87.752,81.0,64.0,73.0,69.44444444444444,62.0,66.0,0.0,8.0,0.61,29.82,5.9,16.0,8.2
2009-08-20,1,41.995,-87.933,78.0,64.0,71.0,72.22222222222221,61.0,65.0,0.0,6.0,0.07,29.66,12.1,23.0,12.5
2009-08-20,2,41.786,-87.752,79.0,64.0,72.0,69.44444444444444,61.0,65.0,0.0,7.0,0.12,29.65,12.2,23.0,12.7
2009-08-21,1,41.995,-87.933,73.0,59.0,66.0,77.77777777777777,58.0,61.0,0.0,1.0,0.16,29.75,7.7,27.0,10.7
2009-08-21,2,41.786,-87.752,74.0,59.0,67.0,75.0,58.0,61.0,0.0,2.0,0.05,29.75,10.1,27.0,13.2
2009-08-22,1,41.995,-87.933,68.0,57.0,63.0,69.44444444444444,52.0,56.0,2.0,0.0,0.0,30.0,7.8,1.0,9.4
2009-08-22,2,41.786,-87.752,69.0,58.0,64.0,66.66666666666666,52.0,57.0,1.0,0.0,0.0,29.99,9.4,36.0,10.4
2009-08-23,1,41.995,-87.933,74.0,56.0,65.0,66.66666666666666,53.0,58.0,0.0,0.0,0.0,30.09,2.7,2.0,6.4
2009-08-23,2,41.786,-87.752,73.0,58.0,66.0,69.44444444444444,55.0,59.0,0.0,1.0,0.0,30.08,3.5,5.0,7.6
2009-08-24,1,41.995,-87.933,79.0,54.0,67.0,69.44444444444443,56.0,61.0,0.0,2.0,0.0,30.13,3.8,21.0,5.1
2009-08-24,2,41.786,-87.752,79.0,57.0,68.0,69.44444444444444,57.0,62.0,0.0,3.0,0.0,30.12,5.0,21.0,5.7
2009-08-25,1,41.995,-87.933,83.0,59.0,71.0,72.22222222222221,61.0,65.0,0.0,6.0,0.0,30.05,9.1,21.0,9.2
2009-08-25,2,41.786,-87.752,82.0,61.0,72.0,69.44444444444444,61.0,65.0,0.0,7.0,0.0,30.04,8.3,21.0,8.6
2009-08-26,1,41.995,-87.933,73.0,62.0,68.0,83.33333333333334,62.0,64.0,0.0,3.0,0.93,30.08,5.2,2.0,7.8
2009-08-26,2,41.786,-87.752,72.0,64.0,68.0,88.88888888888889,64.0,65.0,0.0,3.0,0.54,30.07,3.9,2.0,7.3
2009-08-27,1,41.995,-87.933,67.0,61.0,64.0,88.88888888888889,60.0,61.0,1.0,0.0,0.95,30.08,9.1,7.0,9.7
2009-08-27,2,41.786,-87.752,67.0,62.0,65.0,88.88888888888887,61.0,63.0,0.0,0.0,1.19,30.07,10.7,8.0,11.0
2009-08-28,1,41.995,-87.933,68.0,60.0,64.0,91.66666666666666,61.0,62.0,1.0,0.0,0.22,29.93,3.4,2.0,5.7
2009-08-28,2,41.786,-87.752,71.0,61.0,66.0,86.11111111111111,61.0,63.0,0.0,1.0,0.28,29.92,2.6,2.0,5.4
2009-08-29,1,41.995,-87.933,69.0,56.0,63.0,66.66666666666667,51.0,56.0,2.0,0.0,0.02,29.89,11.4,31.0,11.8
2009-08-29,2,41.786,-87.752,69.0,56.0,63.0,69.44444444444444,52.0,57.0,2.0,0.0,0.01,29.88,10.4,31.0,11.1
2009-08-30,1,41.995,-87.933,66.0,51.0,59.0,66.66666666666667,47.0,52.0,6.0,0.0,0.0,30.14,8.2,1.0,9.3
2009-08-30,2,41.786,-87.752,66.0,51.0,59.0,66.66666666666667,47.0,53.0,6.0,0.0,0.005,30.13,9.4,1.0,10.5
2009-08-31,1,41.995,-87.933,68.0,49.0,59.0,58.33333333333334,44.0,52.0,6.0,0.0,0.0,30.27,4.8,3.0,6.0
2009-08-31,2,41.786,-87.752,67.0,49.0,58.0,61.111111111111114,44.0,52.0,7.0,0.0,0.0,30.26,5.3,4.0,6.8
2009-09-01,1,41.995,-87.933,72.0,47.0,60.0,63.888888888888886,47.0,53.0,5.0,0.0,0.0,30.31,3.3,4.0,3.4
2009-09-01,2,41.786,-87.752,71.0,50.0,61.0,66.66666666666667,49.0,55.0,4.0,0.0,0.0,30.3,3.2,6.0,3.5
2009-09-02,1,41.995,-87.933,73.0,50.0,62.0,66.66666666666666,50.0,56.0,3.0,0.0,0.0,30.25,4.1,6.0,5.1
2009-09-02,2,41.786,-87.752,72.0,53.0,63.0,66.66666666666667,51.0,56.0,2.0,0.0,0.0,30.23,3.2,8.0,3.9
2009-09-03,1,41.995,-87.933,75.0,56.0,66.0,66.66666666666667,54.0,59.0,0.0,1.0,0.0,30.16,4.7,5.0,6.0
2009-09-03,2,41.786,-87.752,75.0,57.0,66.0,69.44444444444444,55.0,60.0,0.0,1.0,0.0,30.14,5.2,6.0,5.9
2009-09-04,1,41.995,-87.933,75.0,54.0,65.0,69.44444444444443,54.0,59.0,0.0,0.0,0.0,30.15,3.6,4.0,4.1
2009-09-04,2,41.786,-87.752,75.0,58.0,67.0,66.66666666666666,55.0,60.0,0.0,2.0,0.0,30.14,3.8,4.0,4.4
2009-09-05,1,41.995,-87.933,78.0,54.0,66.0,75.0,57.0,61.0,0.0,1.0,0.0,30.21,4.3,4.0,5.3
2009-09-05,2,41.786,-87.752,78.0,57.0,68.0,69.44444444444444,57.0,62.0,0.0,3.0,0.0,30.19,5.2,6.0,5.8
2009-09-06,1,41.995,-87.933,77.0,61.0,69.0,72.22222222222221,59.0,63.0,0.0,4.0,0.03,30.19,4.2,5.0,5.3
2009-09-06,2,41.786,-87.752,77.0,66.0,72.0,63.88888888888889,59.0,64.0,0.0,7.0,0.005,30.17,6.3,8.0,6.6
2009-09-07,1,41.995,-87.933,77.0,59.0,68.0,75.0,59.0,62.0,0.0,3.0,0.0,29.97,5.8,3.0,4.0
2009-09-07,2,41.786,-87.752,77.0,63.0,70.0,69.44444444444444,59.0,63.0,0.0,5.0,0.0,30.09,6.3,4.0,6.9
2009-09-08,1,41.995,-87.933,78.0,60.0,69.0,75.0,60.0,63.0,0.0,4.0,0.0,30.07,6.6,3.0,7.3
2009-09-08,2,41.786,-87.752,78.0,62.0,70.0,77.77777777777779,62.0,65.0,0.0,5.0,0.0,30.05,6.9,4.0,8.0
2009-09-09,1,41.995,-87.933,78.0,65.0,72.0,75.0,63.0,65.0,0.0,7.0,0.0,30.14,6.1,6.0,6.9
2009-09-09,2,41.786,-87.752,77.0,68.0,73.0,72.22222222222221,63.0,66.0,0.0,8.0,0.0,30.12,6.8,7.0,7.2
2009-09-10,1,41.995,-87.933,81.0,64.0,73.0,69.44444444444444,62.0,65.0,0.0,8.0,0.0,30.2,6.0,6.0,6.8
2009-09-10,2,41.786,-87.752,80.0,65.0,73.0,69.44444444444444,62.0,66.0,0.0,8.0,0.0,30.17,6.6,7.0,7.3
2009-09-11,1,41.995,-87.933,80.0,61.0,71.0,66.66666666666666,59.0,63.0,0.0,6.0,0.0,30.17,5.1,7.0,5.6
2009-09-11,2,41.786,-87.752,78.0,64.0,71.0,66.66666666666666,59.0,64.0,0.0,6.0,0.0,30.15,6.4,8.0,6.7
2009-09-12,1,41.995,-87.933,79.0,58.0,69.0,75.0,60.0,63.0,0.0,4.0,0.0,30.14,3.7,3.0,4.8
2009-09-12,2,41.786,-87.752,78.0,61.0,70.0,75.0,61.0,64.0,0.0,5.0,0.0,30.12,3.2,6.0,4.5
2009-09-13,1,41.995,-87.933,80.0,58.0,69.0,58.33333333333333,54.0,60.0,0.0,4.0,0.0,30.12,1.5,7.0,3.0
2009-09-13,2,41.786,-87.752,79.0,57.0,68.0,63.88888888888889,55.0,61.0,0.0,3.0,0.01,30.11,2.5,7.0,4.2
2009-09-14,1,41.995,-87.933,84.0,58.0,71.0,55.55555555555556,55.0,61.0,0.0,6.0,0.0,30.07,0.1,33.0,2.1
2009-09-14,2,41.786,-87.752,84.0,59.0,72.0,55.555555555555564,56.0,62.0,0.0,7.0,0.0,30.05,1.1,13.0,2.7
2009-09-15,1,41.995,-87.933,82.0,64.0,73.0,61.11111111111111,59.0,63.0,0.0,8.0,0.0,30.07,6.2,2.0,7.8
2009-09-15,2,41.786,-87.752,83.0,63.0,73.0,58.33333333333333,58.0,64.0,0.0,8.0,0.0,30.05,5.8,2.0,6.7
2009-09-16,1,41.995,-87.933,71.0,59.0,65.0,69.44444444444443,54.0,59.0,0.0,0.0,0.0,30.2,11.0,5.0,11.4
2009-09-16,2,41.786,-87.752,72.0,62.0,67.0,63.888888888888886,54.0,60.0,0.0,2.0,0.0,30.18,12.5,6.0,13.4
2009-09-17,1,41.995,-87.933,72.0,50.0,61.0,75.0,52.0,56.0,4.0,0.0,0.0,30.18,3.4,5.0,4.2
